id,fullText,label
1939473874380554429,"@ClubALoficial Buen partido Billy, el futbol da revanchas, a recuperar el nivel pronto que se viene 2 finales más.
Defender el arco de ALIANZA LIMA no es para cualquier arquero, eres el elegido BIGOTON te necesitamos carajo, BENDICIONES PARA TODOS Y A PELEAR HASTA EL FINAL
Arriba ALIANZA💙",1
1939473860916621816,@facuiriondo Y a quien carajo le importa lo que vos queres que traigan,-1
1939473792289665372,"Qué carajo concluía? Jajaja, porque la pobreza estructural se gesta de un día para el otro, sí.
Si alguien es culpable de que ese nene esté en la calle es ella misma cuando años atrás festejaban políticas que supuestamente ""favorecían a las mayorías"".
Los ""tradeoffs"" existen.",-1
1939473720768106704,"@katianyari @Ellen_2442 @Yahairatruiz me importa un carajo lo que tú digas, me estoy metiendo porque se la quieren apuntar y eso no va NUNCA EN LA VIDA. Peliculera? JAJAJJAJAJAAJAJJAJAJA yo si te rompo la cara zangana!",-1
1939473717379416225,harry styles me importa un carajo que te estés tragando a medio londres en un festival a mi me importa la música donde carajo está la música https://t.co/UpLbj9ZLIO,-1
1939473647422333174,@SergioChouza Jajaja. Una causa que arrancó hace 17 años como tantas otras. Que carajo tiene que ver el modelo y el gobierno. Estaba condenada muchísimo antes en esta y procesada en varias causas. Traten de pensar antes de postear burradas. Cómplices e inútiles.,-1
1939473596943929444,@alerchive pasa carajo,0
2006153097110749289,"@luisangelgd Muy bien por @Danielbricen ,pero uno se pregunta que carajo hacen los otros concejales y congresistas del @CeDemocratico ??",-1
2006153005528178754,"@Juanjo_guerrero System Of A Down fue un show del carajo . 
Aguanta el #1 pero sumercé tiene un público variado y eso hace que sea diferente . Saludos mi pana y feliz año",1
2006152988973285506,carajo cuándo será el día en el que pueda tomar tranquila carajo mierda solo quiero divertirme después de tanto estrés universitario,-1
2006152975123636661,"¿Te ahogaste y por eso desapareciste? Yo sabía que no había que dejarte sin supervisión, carajo.",-1
2006152744671883319,@laderechadiario @Chila799014455 El mejor presidente de Hispano-America...viva la libertad carajo. https://t.co/R4jVVU0fj7,1
2006152719753499054,"@ladymarketok Cazan en zoológicos , desde q asumió Milei aumentaron 500% las facturas y el servicio a esta altura de diciembre siempre falla !! Devuelvan las tarifas de los kukas !! Al final no invirtieron un carajo esos hdp !! Pero ahora pagamos lo q vale la luz !! Solo q la luz no te la dan!",-1
2006152711801131153,"@kingtrades007 Estan locos pal carajo bro, no los pueden dejar 1 dia fuera de redes😂",-1
2006152682201883079,@Out0fContextMex Carajo con que verga la tatuaron,0
2006152623368417480,@jamesapplejuice TU SI LE SABES POR ESO ERES UNA CRACK CARAJO,1
2006152541399056467,Me olvidé de cancelar la suscripción de canva pro y me quedé sin dinero en la tarjeta para recargar ridibooks CARAJO MIWRDA,-1
1939473955368181997,@skylarcidio ANDATE A LA CHUCHA????,-1
1939473899684856096,"@LopezChauNava Cierra el hocico, animal. La dignidad es idolatrar el modelo del hijo de puta pedófilo de Evo Morales en tu visión limitada.

¿Qué chucha vas a saber del ceviche? ZDM.",-1
1939473543538057576,"@MenoresU Váyanse a la.misma mierda como chucha te va a ganar esa sarta de muertos, una cagada.",-1
1939473522407153830,vengo a puro llorar a este mall chino xla chucha,0
1939473507596881925,@DRESTRUM__Pl Videos qlos que dan vergüenza ajena... Como chucha nadie asesora al desabrido de kast.,-1
1939473444061806614,no entiendo por qué chucha va hablar la pinochetista y encima tiene un comando armado NO TODO SE TRATA SE TI VIEJA ESTUPIDA,-1
1939473397085278717,"@JustOneFeeling_ @Seanlole2 Los fachos viven y hacen atrocidades y suman votos, este país es más anticomunista que la chucha, da lo mismo lo que pase, otro golpe, da igual, la gente igual se espantará con el pc",-1
1939473157120725054,"Pillaron a la familia de Kast haciendo desaparecer a campesinos pobres en Paine

Aaaahh chucha no es fakenews",-1
1939473151777460489,"@lov4eba Ni idea, la otra vez se me salió la rodilla izquierda y ahora casi ni puedo mover la derecha por q me duele más q la chucha 💔",-1
1939473150867071098,@PalomaValenciaF Esa chucha planeo el atentado desde allá,0
2006153234314875032,me quiero comprar un poleron que está tan lindo pero no entiendo cómo chucha me va a quedar bueno si tiene 53 CENTÍMETROS DE LARGO EN TALLA M,0
2006153120632467803,Ya enserio que chucha paso aqui https://t.co/9pUMhSKGJY,0
2006152957016801380,@JesusRCuevas @Claudiashein La prioridad es que se acabe su corrupción morenaca. Chucha.,-1
2006152805526937817,@LDU_Oficial Y q chucha esperan para contratar pues hijos de pucta,-1
2006152658134913092,@potrillo_1901 @renzo_sch292 @Universitario Cholo y que chucha tiene que ver tu kgada de club XDDD negro de mrd,-1
2006152620671488344,Se fue la luz en el edificio en un día de 35 °C por la chucha me voy a tirar del piso,-1
2006152359781543968,"@vidalcvale @JMilei @lucabonfante_ @El_Ciudadano xD ajajaaj Zurdos de Mierdas váyanse a la chucha xD ajajajajaja este otro será hermoso!!! Y sin sus aportes!!!! :DDDD, pero por fa, no dejen de llorar!!!! https://t.co/HIXW1J6zGU",-1
2006151820058481120,me siento como esas amas de casa de los 80 q vivían con constante miedo y trataban de tener todo limpio y ordenado para que sus maridos no les sacaran la ctm pero en mi caso es tener todo hecho para que mi mamá no me saque la chucha y me eche de la casa otra vez,0
2006151724705186047,@ithzmalix CHUCHA JWJWJW Q MAL DIOS MÍO 😔😔,1
2006151111279841406,@Salud_Ec @Primicias Malditos chucha de su madres.. Perros!!,-1
1933520692948926903,Bueno el guiso que llega de la alcaldía de Guayaquil. Ahora le toca chumarse combustible.,-1
1931559384288497861,Cuando no hay plata toca chumarse con eso https://t.co/1FHZrSm7zQ,1
1930830126310166792,Chumarse con tu suegra es otro nivel 💕,1
1926432016808996900,@jonarey10 @cosmeluichito Chumarse suena muy bien  también,1
1924562654896517216,@fernandobalda Una que se va esmeraldas a chumarse ..es parte del combo,1
1923918488038498576,@anto_v25 Le enseñaste a chumarse?,0
1921227097063784754,"@TeresaRuiz2021 @Primicias Ahora el señor vendrá cansado de taaaaaanto trabajo y se irá a refugiarse a su guarida de Olon City, a chumarse y desaparecerse otros 15 días más, aaaah cierto después que le pongan su bandida otra vez el 24 de mayo, otra chupiza más, o sea lo vemos a mediados de junio recién.",-1
1920533180672565697,¡A chumarse con chicha morada!,1
1917360878782959955,Habrá q chumarse y desearle salud y trabajo,1
1916860036443213952,@visionariasec OYE COLORADA OJALÁ NO SE HAYA IDO A CHUMARSE Y HACERNOS QUEDAR MAL...VAGO CHIQUITÍN,-1
2002783219901763824,"@EcuavisaInforma Facil, cierren al menos 2 años las facultades, gradueen con mas decencia, no es posible que salgan si hacer prácticas, van al internado a chumarse y culiar, no saben nada, un un EHRP mas estricto y mas plazas para posgrados, no hay especialistas xq son un negocio",-1
1996998681493754175,"@ElDatoEcua Esta pilla es una más de las ineptas, ni Trump hace tantas salidas, ese vago de cartón es un vago y punto, le gusta pasearse, chumarse, con plata ajena https://t.co/1aMOhYLkr7",-1
1996612527485297060,"@jeremyuzca La violencia y el crimen llevándose a Ecuador por la borda, pero hey al menos podrán chumarse un poco más 🙄",-1
1996209194920198226,"Tal es la calidad del actual legislativo, que el presidente de la Asamblea Nacional propone un proyecto de ley para reducir las horas de la ley seca en periodos electorales.

Sí, es prioridad que los ecuatorianos tengan más tiempo para chumarse en épocas de elecciones.

¡Se ven",-1
1995863942321803679,"@NoNegligencia Chumarse unos días,  en una bohemia de pasados que no honramos en la vida diaria!. Y ostentar ser  herederos de aquello que no vemos a diario en la coherencia !",-1
1993700542724690022,@lourdestiban1 Hay que manejar bien sin chumarse https://t.co/Gu1fFbtwlU,0
1993635544648069132,"0 hate a mi ex solo me da risa el personaje que lit no sabía hacer nada más que en ESE entonces ser bonita, grabar tiktoks bailando y hacer covers de canciones. Lit la vida de bot que solo hace copy+paste a todo lo que ve en el internet 😂 a y chumarse. namas, namenos",-1
1992951631370162323,De tomar agua con caca 💩  en Guayaquil a chumarse al son del canelazo con caca 💩 así dice la Contreras Estefania concejal de Quito https://t.co/L11nvg5uwW,-1
1992662182413099211,"@AlexDownfall Una vez al año hacian la corrida y ahora dicen que recuerdan, lo peor que la gente ni iba a ver los toros solo iban para chumarse y decir que tienen disque clase y alcurnia",-1
1992038083114778732,"@WilsonMerinoR @ImparablesEc @CaroZuritac @MyrianJ_ @visionariasec @EcuadorPlay @lahistoriaec @TiempoRealEC @ecuadorenvivo @lahoraecuador @Expresoec debe estar camuflado el festejo del servidor municipal, dia en que se paga el hornado de lis servidores municipales y cerveza hasta chumarse... obligan a proveedores s dar premios que rifan y pagamos los ciudadanos",-1
1939456251076763988,@jamolestina Les pica la cola que un guambra en su habitación sea más conocido que todos ustedes juntos ?,0
1939441742891163842,@joeblac31 @RobertoMerchanJ Ok ok guambra cacon,-1
1939287013649223721,"@sagfutbol Nuevamente cae en un error, Brasil y Ecuador, seguramente es un guambra que piensa que el fútbol se inventó en los últimos 20 años.",-1
1939137038638313730,"Debe despertarse De la Cruz, desde el partido con Flamengo es una lágrima el guambra.
Sin Choclo estamos jodidos por esa banda.",-1
1939017373199073530,@EcuavisaInforma Hasta cuándo esperan ? @MashiRafael ya di que si rápido y no hagas pasar tiempo.... Eres viejo y pareces guambra mijo,-1
1938921878430572559,@anthorami96 @angyvanessa_ Acolitaron guambra,1
1938918275825508726,"@TheKingLdu Guambra , Estrada es un manojo de errores, inseguridades, complejos y falta de autoestima. Salvo un día muy especial, que muy rara vez los tiene, Estrada podría hacer bien las cosas.",-1
1938817560696213607,"@ec_guambra @lamiraecuador todos sabíamos que no esta solicitada la extradición BORREGO IMBECIL!!! EEUU lo acusa de varios delitos y eso tiene un proceso legal para que se lo extradite, empezando por la carta por parte de EEUU, eso todos lo sabemos BORREGO ANIMAL JAJAJAJAJAJAJAAJJAJAJJJAJAJAJA",-1
1938814441354932399,@ec_guambra @lamiraecuador el borrego haciendo como borrego JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAAJJAAJJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAAJAJAJAJJJJAJAJJAJAJAJAJA creo q ya lo he visto todo con estos correistas😂🤣😂🤣😂🤣😂🤣😂🤣🤣😂🤣😂🤣😂🤣😂,-1
1938814198793834835,@ec_guambra @lamiraecuador Quien ha dicho que ya estaba requerido??? Borrego imbecil JSJAJAJAJAJAAJAJAJAJJAAJAJAJ,-1
2006143473468985562,"@DanielNoboaOk Antes ya nos gobernó el “perro bago” ahora nos tocó el “guambra bago”. Oes cuando vas a sentar cabeza y la nalga en Carondelet, yo ponte a trabajar. Deja de manejar cifras frías que no dicen nada. Queremos trabajo, mejor educación, mejor salud. Deja las mentiras",-1
2006142072726712832,Lee esto guambra bago @DanielNoboaOk 👇🏽👇🏽👇🏽,1
2006136386999447856,"@SalimZaidan El guambra de cartón, sabe cuanto cuesta cada ser humano",-1
2006114984355332528,"@sofversace Ya madura, deja de ser guambra culicagada",-1
2006050107938975990,@Huaira_Runa El guambra votó por el NO y está culpando al resto de porque sigue la delincuencia?,-1
2006030313768538358,"🎤 Escenario 18 de Septiembre
Trío Galante  
Shalo 
Orquesta de David Benítez  
Guambra Cholos 
Juanita Burbano 
Azuquito 
Primer Trío del Ecuador 

👹 Monigotes, personajes tradicionales y música en vivo se toman las calles para cerrar el año en comunidad.

✨ Una gran fiesta https://t.co/Ok09FGux7y",0
2006022225615294967,"@SoyCastillo593 @RC5Oficial Asco de políticos, compiten por ver quién es el más inepto o corrupto, vas por buen camino torero",-1
2006020208058613769,"@ladataecu Mudos mmvs, dejen de ser imbéciles, acaso que su patrón hizo llover",-1
2005975843059949956,@CalvoDeLaU No hay dinero guambra,0
2005826884957884850,@JohnReimberg AJJAJAJAJA peor que guambra generando espectativas,-1
1939473476219470033,"@SilvioGesellArg @KerGlobal Mas jeropa no consiguieron que tuviste que salir vos a decir esta huevada? Es cuestión de tiempo, si no lo hacen Uds saldrá otro a recoger el electorado. La gente se llenó los huevos. Vas a ver...",-1
1939473049180414255,@flysicardi Es la huevada del tomahawk? Paso,-1
1939472569733681384,@radio_pichincha Inventan tanta huevada estos borregos,-1
1939472418671558661,@radio_pichincha 🤣🤣🤣🤣🤣🤣 seguro es la misma encuestadora que le deba la ganancia a la moza de narcos @LuisaGonzalezEc 🤦🏻‍♀️! En serio @radio_pichincha que capacidad para valer madres cab$&amp;#|rones ! De donde sacan tanta huevada ese cuernudo de @aquilesalvarez no lo aprueba ni en su piche casa,-1
1939472059945414734,@Nicoambrogi Era obvio que iban a decir esa huevada… comparan a quien le fue peor…. Tocaron el piso y no remontan,-1
1939471973601493168,@deliaconectada Claramente no tienes niuna huevada que hacer,-1
1939471775089180767,@GuillermoWoody1 @GabrielBoric Gracias por de cabeza de pulpo por si no lo sabes son unos de los seres más inteligentes de la tierra ...pero cuando todo es ignorancia se escribe cualquier huevada,-1
1939470030229344413,Cemalos siempre es la misma huevada,-1
1939469959144317107,"@jhskmania Es que mueve su cabeza como diciendo ""jajaja, que huevada""",0
1939469610233061816,Como la verga esperando mi huevada de comida.,-1
2006152847906284010,Está todo arreglado la huevada ésa..Menos mal que no lo miro porque está la mitomana..#benditobeso,1
2006152040569876505,@martinrm_10 Gran huevada....empezo el reciclaje,-1
2006152011499082177,"Pensaba solo subir la foto hecha con chat gpt, pero para ser honesto se siente medio huevada.
Onda, es mi celular, es mi foto y yo hago lo que quiero con ambas. Pero se siente deshonesto. ¿Cómo lo explico?
He usado filtros antes. He editado fotos antes. Pero esto. Esto es otra https://t.co/wXIz6BCHA7",-1
2006151533491024048,"@Fer19271930 @gerpmartinez Se viene investigando la ANDIS desde hace mucho,  así se encontraron CUD que dieron a gente muerta y sin discapacidad.  No digan huevada, como disca, estoy a favor de este cambio de manejo en discapacidad.  Y sigue la SSS.",-1
2006151435105235355,"@Lubi_Mac Mucha huevada ya, es hora de joder, las peleas con Sunat y Gremco no va ser x las huevas.",0
2006151381380452744,@dannyt0var @Encu5Futbol Tranquilo que en unos años tu club va a estar endeudado hasta las patas por lo que gastan. Tu huevada de club en 5 años estará peleando el descenso.,-1
2006150275942248805,"@diego_fg27 @TiempoCrema1924 Que desmienta esta huevada o que vaya buscando otro 9, el africano ya firmó?  https://t.co/MpwTNTE7Uj",-1
2006149890607378717,@porqueTTarg Están todos haciendo la misma huevada,-1
2006149404185505897,@Juan_Guayaco Jjaajjaa es la justificación de los cojudos como vos verga para no exigirle a tu verga de presidente y solo repetir como loras la misma huevada tonto de la verga.,-1
2006148793549398126,"Ve Roy Gil Crist, desvía un poco la atención de tanta huevada de tu inoperancia. Y DEVUELVE EL IVA. @DanielNoboaOk. @SRIoficialEc",-1
1939473923500122182,"@joseantoniokast y @Jou_Kaiser tienen que sentarse a conversar no necesariamente para que se baje uno u otro, piensen en Chile 🇨🇱 

@evelynmatthei que se joda y haga lo que quiera da igual",-1
1939473193590239611,Esto es joda? Ni el más amateur le erra a ese nivel,1
1939473104260002284,"@DanielB41759370 @truch00_00 @noian03 Pero pelotudo eso no es de Otaku jsjsjsjs yo tampoco banco para nada este villerio, y eso que soy el primero en ponerme en pedo en una joda con mis amigos no puedo creer que se ataquen tanto por decir una obviedad",-1
1939473786694447457,"@Respondona4ever El peje logró convencer a tantos porque les dijo eo el discurso que querían escuchar:

“Tú estás mal por culpa de tu vecino el rico y la única forma es joderlo también a él”.

No les interesa arreglar nada, solo que sea su turno de “recibir” y que el que les cae mal se joda",-1
1939473623665811814,"@ArchivosdeRiver @MikeHam060 Y qué los jugadores estaban re de joda, era un equipazo pero mucha noche jajaj",1
1939472714202595734,"@10Luiskarlos @MateoJimne617 rudiger y Asencio están lejos de ser los mejores centrales del mundo, por eso hay q estudiar para no ser tan burro y creer un ""bait"" , claramente nosotros al decir eso lo decimos por joda o aveces los verificados para farmear..... El q está ahora q puede ser el mejor es huijsen",0
1939473592166568313,@louisntion joda,0
1939473536063856690,"Te recomiendan no usar lentes de contacto cuando tenés conjuntivitis. Amigo, no puedo ni abrir el ojo, y me sale mierda todo el tiempo, ni con un papel me toco. Menos mal que no pica, sino no entiendo la necesidad de tocar. Yo no me toco el ojo ni por joda. Encima me llora.",0
1939473385731567825,@cronica Que se joda. ES EL KARMA,-1
1939473349739966588,"@Nataliandradeth Creen qué es sólo decirlo y ya, joda éso es cómo un hijo",0
2006153279655293344,"igual fuera de joda, la tranquilidad y la mente en paz no tienen precio ninguno. y esta oportunidad no la cambio por nada. que manera de abrirme la mente toda esta mierda que tuve que pasar, pero pasó que es lo importante!!!! 🙏🏼🙏🏼🙏🏼 a empezar el año de la mejor manera",1
2006152597946659083,"@Scowy2 @adnradiochile Que se joda! Da lo mismo, los vagos y parásitos tienen que salir todos sea del lado que sea. 

En especial estos  ⬇️⬇️⬇️

https://t.co/sLr0D0SDM5",-1
2006152245029531810,Hay que tener mucho cuidado con el Islam y mas con aquellos que quieren imponer su cultura en otro Pais. Ésto no es discriminar es solo avisar. Quien discrimina es el Islamismo. Ojo con ésto. No es joda.,-1
2006152951333605637,"Tremendo todo lo que va saliendo a la luz sobre la AFA, Tapia, los millones que mueven mientras los clubes no pueden pagar sueldos y los premios para los campeones son un chiste. 
Salvo @EdelpOficial, todos los clubes callaron e incluso emitieron comunicados bacando esta joda",-1
2006152884023382192,Nunca me chupo tanto un huevo la ropa y la joda en estas fiestas,0
2006152877115429204,"@kalahmar22 @CoronelGonorrea Los compró Lázaro, sos joda?",-1
2006152802985279828,@joselzamora Me van a disculpar todos pero ya pasen la página esta bueno ya de lloradera no joda se pasan,1
2006152780122116252,@LeoSarcasmo Jajaja joda increíble Mk,1
2006153273342918880,"Tbh, siempre me he sentido full apartada de mis hermanos y joda ahora que me voy y me están diciendo tantas cosas que quiero llorar",-1
2006152574991307210,@adriaJM8 Que se joda por malhablado con el club que le dio una oportunidad.,-1
1939473593114710162,"#México ya está por abajo del punto de reposición de mano de obra para un pais que está en plena expansión …. 2.1 el índice demográfico dicen los enterados es el ideal y en 2030 será peor.
Ayer en la #CDMX se vio el motivo ….. y no !, ni conserva ni mocho !, datos duros !",0
1939473494607315277,"esta perfecto, lo ponen cuando no hay jugadas. Cuando pagas el pack futbol te ponen una propaganda de Mostaza abajo en plena jugada donde la tiene el 3",0
1939473039441424795,"@122Fazberlinda En ese caso espero que hagas un buen trabajo
Por que aqui hay errores tan pero tan feisimos que se re nota a plena vista, y no solo es culpa de la calidad del dibujo",-1
1939472445427081565,"En plena temporada estival del atletismo europeo, Belén Fritzsche 🇦🇷 logró la victoria 🥇 en los 100m llanos del Meeting de Carquefou 🇫🇷 con un tiempo de 11.88 segundos. En la serie clasificatoria había marcado 11.84

👏👏👏 https://t.co/QbouxwBdf0",0
